date,country,city,temperature,pressure,humidity,dew,wind gust,uvi,precipitation,AQI,AQI_label,AQI_sort_order,is_weekday,month_name,season,silver_processed_date,data_quality_flag
2023-10-01,AT,Graz,14.5,1025.5,85.2,12.1,2.7,3.5,0.0,1.0936388888888886,Polluted / Unhealthy,2,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-02,AT,Graz,15.1,1025.5,87.5,13.5,4.4,3.5,0.0,1.2302083333333333,Polluted / Unhealthy,2,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-03,AT,Graz,16.0,1020.0,93.0,14.0,4.3,3.5,0.0,1.3636666666666666,Polluted / Unhealthy,2,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-04,AT,Graz,16.5,1027.2,77.0,12.0,3.8,3.5,0.4,0.547638888888889,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-05,AT,Graz,14.0,1026.0,90.0,11.5,3.5,3.5,0.0,0.9197638888888888,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-06,AT,Graz,13.5,1026.0,87.4,10.5,0.1,3.5,0.0,0.9404305555555555,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-07,AT,Graz,15.7,1022.5,84.1,11.0,0.3,3.5,0.0,1.0077916666666666,Polluted / Unhealthy,2,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-08,AT,Graz,13.0,1020.3,81.1,10.9,0.3,3.5,99.0,0.9097638888888888,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-09,AT,Graz,12.5,1020.0,81.0,9.0,0.9,3.5,0.0,0.8235277777777777,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-10,AT,Graz,13.9,1022.0,87.0,12.0,0.9,3.5,0.0,1.1176527777777776,Polluted / Unhealthy,2,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-11,AT,Graz,14.0,1022.0,90.0,12.0,0.4,3.5,0.0,1.1822083333333333,Polluted / Unhealthy,2,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-12,AT,Graz,14.4,1019.0,84.5,12.2,0.4,3.5,0.0,1.2335416666666668,Polluted / Unhealthy,2,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-13,AT,Graz,14.0,1018.0,82.1,11.5,10.2,3.5,0.0,1.1926527777777778,Polluted / Unhealthy,2,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-14,AT,Graz,16.5,1011.0,77.0,11.9,11.6,3.5,99.0,1.3044305555555555,Polluted / Unhealthy,2,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-15,AT,Graz,11.0,1015.0,90.0,9.0,6.2,3.5,0.4,0.4999861111111112,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-16,AT,Graz,4.7,1021.2,88.6,3.0,6.4,3.5,0.0,0.8283055555555555,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-17,AT,Graz,5.5,1020.0,84.0,2.2,7.2,3.5,0.0,0.9182083333333333,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-18,AT,Graz,5.5,1017.0,93.0,3.0,6.5,3.5,0.0,1.3991111111111112,Polluted / Unhealthy,2,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-19,AT,Graz,12.0,1002.0,91.2,7.5,5.7,3.5,0.0,1.4739861111111112,Polluted / Unhealthy,2,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-20,AT,Graz,19.0,992.0,70.0,13.0,4.6,3.5,99.0,1.142861111111111,Polluted / Unhealthy,2,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-21,AT,Graz,14.5,1000.6,93.0,13.6,6.6,3.5,0.7,0.7092083333333332,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-22,AT,Graz,13.0,1010.0,87.8,11.0,6.2,3.5,0.0,0.44331944444444443,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-23,AT,Graz,11.1,1014.5,88.5,9.3,6.3,3.5,0.0,0.6954305555555554,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-24,AT,Graz,11.6,1008.1,93.0,10.0,9.1,3.5,99.8,1.1203194444444444,Polluted / Unhealthy,2,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-25,AT,Graz,13.2,1002.0,93.7,12.0,3.5,3.5,1.7,0.7306527777777777,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-26,AT,Graz,12.0,999.8,92.2,9.5,7.8,3.5,0.0,0.8319861111111111,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-27,AT,Graz,12.0,993.0,93.0,11.0,4.8,3.5,0.8,0.6237638888888888,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-28,AT,Graz,8.6,1005.0,92.2,7.5,8.8,3.5,99.4,0.538986111111111,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-29,AT,Graz,13.0,1010.0,81.4,9.0,7.9,3.5,0.0,0.8809722222222224,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-30,AT,Graz,13.1,1009.0,87.0,11.0,5.4,3.5,99.3,1.0570972222222221,Polluted / Unhealthy,2,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-31,AT,Graz,11.8,1002.0,95.5,9.0,5.4,3.5,1.3,0.7160972222222222,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-01,AT,Graz,6.5,1013.0,100.0,6.0,4.7,3.5,0.0,0.9697638888888889,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-02,AT,Graz,12.5,998.6,84.0,9.0,7.8,3.5,99.0,0.6419861111111111,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-03,AT,Graz,11.7,985.6,92.4,10.0,9.0,3.5,0.7,0.4577083333333333,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-04,AT,Graz,5.0,996.0,93.0,4.0,3.8,3.5,99.1,0.8999722222222223,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-05,AT,Graz,7.0,990.5,93.0,6.0,5.4,3.5,0.7,0.6063194444444444,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-06,AT,Graz,5.8,1010.0,93.0,4.5,3.6,3.5,0.0,0.9412083333333333,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-07,AT,Graz,6.6,1015.0,92.8,5.5,6.7,3.5,0.0,1.060361111111111,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-08,AT,Graz,6.1,1019.0,89.5,2.5,2.6,3.5,99.1,0.9160972222222222,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-09,AT,Graz,4.2,1011.5,86.3,2.0,4.3,3.5,0.0,1.1977777777777778,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-10,AT,Graz,7.5,1004.0,93.0,6.5,1.5,3.5,0.1,1.148,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-11,AT,Graz,6.0,1003.0,84.0,4.0,2.5,3.5,0.4,0.46201388888888884,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-12,AT,Graz,3.0,1009.8,89.5,0.0,2.9,3.5,0.0,1.1329027777777778,Polluted / Unhealthy,2,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-13,AT,Graz,4.5,1012.3,92.5,3.0,3.0,3.5,0.0,1.4646666666666668,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-14,AT,Graz,9.5,1010.0,92.8,7.0,4.2,3.5,0.0,1.5123333333333333,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-15,AT,Graz,7.5,1012.0,81.0,2.5,5.1,3.5,99.8,0.7466805555555556,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-16,AT,Graz,5.0,1014.8,89.5,2.5,2.8,3.5,99.0,1.1233472222222223,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-17,AT,Graz,7.0,1012.0,50.0,-1.0,8.7,3.5,0.0,0.47868055555555555,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-18,AT,Graz,3.0,1022.0,69.0,-2.5,3.3,3.5,0.0,0.7077916666666667,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-19,AT,Graz,2.5,1015.0,80.0,0.0,2.9,3.5,0.0,1.0506666666666666,Polluted / Unhealthy,2,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-20,AT,Graz,4.0,1012.0,92.0,2.5,3.3,3.5,0.0,1.7514444444444444,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-21,AT,Graz,5.5,1012.0,96.5,4.5,1.1,3.5,99.5,1.692763888888889,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-22,AT,Graz,1.7,1019.5,92.0,1.0,1.8,3.5,0.0,1.3883194444444442,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-23,AT,Graz,1.1,1019.0,89.5,-0.2,4.0,3.5,0.0,1.4404305555555557,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-24,AT,Graz,4.0,1000.5,90.7,0.5,4.4,3.5,99.0,1.4502083333333335,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-25,AT,Graz,0.5,1001.9,70.0,-5.0,8.1,3.5,99.0,0.39502777777777776,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-26,AT,Graz,-1.5,1011.0,83.0,-5.0,0.7,3.5,0.0,0.7069166666666667,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-27,AT,Graz,0.0,1007.2,83.0,-3.1,1.6,3.5,0.0,1.5202222222222221,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-28,AT,Graz,1.6,992.3,89.5,1.0,3.4,3.5,99.0,1.2497916666666666,Polluted / Unhealthy,2,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-29,AT,Graz,-1.0,1008.0,80.0,-4.5,2.9,3.5,0.0,,Unknown,0,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-30,AT,Graz,-0.5,1002.0,92.0,-3.0,4.9,3.5,99.0,2.0713194444444443,Hazardous,3,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-12-01,AT,Graz,1.6,1000.0,94.4,1.0,2.5,3.5,0.3,1.687125,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-02,AT,Graz,0.6,997.8,98.6,0.0,3.7,3.5,2.0,0.9250972222222222,Safe / Healthy,1,0,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-03,AT,Graz,-2.0,1021.0,83.6,-4.5,1.7,3.5,0.0,0.8432361111111111,Safe / Healthy,1,0,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-04,AT,Graz,-3.5,1018.7,86.0,-6.0,1.7,3.5,0.0,1.4797777777777776,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-05,AT,Graz,-1.5,1012.0,89.0,-3.5,0.2,3.5,0.0,1.8975416666666667,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-06,AT,Graz,-0.5,1013.0,96.0,-1.0,0.2,3.5,0.6,2.6163194444444446,Hazardous,3,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-07,AT,Graz,-1.9,1019.0,96.0,-2.0,0.2,3.5,0.0,1.3184305555555556,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-08,AT,Graz,-5.0,1017.3,93.6,-6.0,0.2,3.5,0.0,1.7557638888888887,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-09,AT,Graz,-1.5,1017.0,92.0,-3.0,3.0,3.5,99.7,1.8953194444444446,Polluted / Unhealthy,2,0,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-10,AT,Graz,-1.0,1013.0,92.8,-2.0,0.6,3.5,99.3,1.8663194444444444,Polluted / Unhealthy,2,0,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-11,AT,Graz,-0.5,1010.0,93.9,-3.0,0.6,3.5,0.0,2.2587916666666663,Hazardous,3,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-12,AT,Graz,0.5,1011.0,95.0,-1.5,0.1,3.5,0.0,2.369444444444444,Hazardous,3,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-13,AT,Graz,2.0,1002.0,100.0,1.5,0.1,3.5,0.4,2.406222222222222,Hazardous,3,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-14,AT,Graz,2.0,1010.0,100.0,2.0,0.1,3.5,0.7,1.7813333333333332,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-15,AT,Graz,0.0,1029.0,89.0,-2.5,0.1,3.5,0.0,1.5250000000000001,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-16,AT,Graz,-1.0,1038.5,92.0,-2.0,0.1,3.5,0.0,1.5656527777777778,Polluted / Unhealthy,2,0,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-17,AT,Graz,-1.5,1038.0,92.0,-2.5,2.1,3.5,0.0,1.6935555555555555,Polluted / Unhealthy,2,0,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-18,AT,Graz,1.0,1033.2,92.0,-1.0,2.1,3.5,0.0,2.3180277777777776,Hazardous,3,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-19,AT,Graz,1.0,1022.5,86.0,-2.5,2.1,3.5,0.0,2.0961250000000002,Hazardous,3,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-20,AT,Graz,-1.0,1013.5,92.0,-2.5,0.3,3.5,0.0,2.3269027777777778,Hazardous,3,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-21,AT,Graz,-0.5,1005.0,92.0,-2.0,0.3,3.5,0.0,2.4167777777777775,Hazardous,3,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-22,AT,Graz,3.9,999.0,89.5,1.9,0.7,3.5,99.3,0.5925416666666666,Safe / Healthy,1,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-23,AT,Graz,6.0,1003.4,81.0,2.5,2.8,3.5,99.3,0.3766527777777778,Safe / Healthy,1,0,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-24,AT,Graz,5.0,1010.0,81.9,2.0,2.5,3.5,0.0,0.980875,Safe / Healthy,1,0,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-25,AT,Graz,4.0,1011.0,95.1,2.5,0.2,3.5,0.0,1.4647638888888888,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-26,AT,Graz,3.6,1014.0,93.0,1.5,0.1,3.5,0.0,1.738236111111111,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-27,AT,Graz,1.0,1023.0,93.0,0.0,2.3,3.5,0.0,1.3954305555555555,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-28,AT,Graz,0.5,1020.5,92.0,-1.0,9.0,3.5,0.0,1.3535555555555556,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-29,AT,Graz,1.6,1018.1,86.0,-1.0,8.6,3.5,0.0,1.893472222222222,Polluted / Unhealthy,2,1,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-30,AT,Graz,0.6,1018.0,89.5,-2.0,7.8,3.5,0.0,1.7413472222222222,Polluted / Unhealthy,2,0,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-12-31,AT,Graz,1.8,1009.0,86.0,0.0,6.4,3.5,0.0,1.5263333333333333,Polluted / Unhealthy,2,0,December,Winter,2026-06-26 09:36:12 UTC,VALID
2023-10-01,AT,Innsbruck,26.6,1022.1,58.0,11.5,6.0,3.5,0.0,0.356,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-02,AT,Innsbruck,26.6,1022.1,58.0,10.2,6.0,3.5,0.0,0.3555185185185185,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-03,AT,Innsbruck,26.6,1022.1,58.0,10.3,6.0,3.5,0.0,0.3258888888888889,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-04,AT,Innsbruck,26.6,1022.1,58.0,9.8,6.0,3.5,0.2,0.16292592592592595,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-05,AT,Innsbruck,26.6,1022.1,58.0,9.8,6.0,3.5,0.0,0.17774074074074075,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-06,AT,Innsbruck,26.6,1022.1,58.0,9.6,6.0,3.5,0.0,0.2184814814814815,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-07,AT,Innsbruck,26.6,1022.1,58.0,8.2,6.0,3.5,0.0,0.2144814814814815,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-08,AT,Innsbruck,26.6,1022.1,58.0,10.9,6.0,3.5,0.0,0.30722222222222223,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-09,AT,Innsbruck,26.6,1022.1,58.0,10.2,6.0,3.5,0.0,0.38411111111111107,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-10,AT,Innsbruck,26.6,1022.1,58.0,10.6,6.0,3.5,99.0,0.41270370370370374,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-11,AT,Innsbruck,26.6,1022.1,58.0,8.9,6.0,3.5,0.0,0.3488518518518518,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-12,AT,Innsbruck,26.6,1022.1,58.0,8.1,6.0,3.5,99.0,0.38753703703703707,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-13,AT,Innsbruck,26.6,1022.1,58.0,8.0,6.0,3.5,0.0,0.3118148148148148,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-14,AT,Innsbruck,26.6,1022.1,58.0,8.5,6.0,3.5,0.0,0.2564074074074074,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-15,AT,Innsbruck,26.6,1022.1,58.0,4.8,6.0,3.5,0.5,0.08396296296296298,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-16,AT,Innsbruck,4.7,954.0,67.6,1.8,6.0,3.5,0.0,0.18766666666666668,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-17,AT,Innsbruck,5.1,1015.0,82.0,1.6,2.7,3.5,0.0,0.250037037037037,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-18,AT,Innsbruck,11.5,1010.9,64.5,2.6,8.7,3.5,0.0,0.22381481481481483,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-19,AT,Innsbruck,14.8,993.2,65.0,7.0,15.5,3.5,99.1,0.12292592592592594,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-20,AT,Innsbruck,18.1,921.1,56.0,9.3,14.9,3.5,99.0,0.08677777777777777,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-21,AT,Innsbruck,11.2,930.8,76.5,8.5,12.2,3.5,99.3,0.12944444444444445,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-22,AT,Innsbruck,10.1,944.4,89.7,8.4,3.3,3.5,0.5,0.15755555555555556,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-23,AT,Innsbruck,12.5,947.5,70.7,6.3,13.1,3.5,0.0,0.1932962962962963,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-24,AT,Innsbruck,13.0,938.6,80.0,9.5,14.2,3.5,99.1,0.33403703703703697,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-25,AT,Innsbruck,10.6,933.0,91.1,9.3,10.5,3.5,0.9,0.18485185185185185,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-26,AT,Innsbruck,10.1,931.8,93.0,9.2,10.5,3.5,99.0,0.18233333333333335,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-27,AT,Innsbruck,10.7,928.1,92.7,6.3,10.5,3.5,99.0,0.18025925925925926,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-28,AT,Innsbruck,6.1,937.6,86.0,5.3,10.5,3.5,99.3,0.15551851851851853,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-29,AT,Innsbruck,5.7,940.2,80.5,4.9,10.5,3.5,0.0,0.07937037037037037,Safe / Healthy,1,0,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-30,AT,Innsbruck,7.9,935.9,84.9,6.1,10.5,3.5,0.2,0.10544444444444445,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-10-31,AT,Innsbruck,8.1,936.9,96.6,6.8,13.3,3.5,0.8,0.2027777777777778,Safe / Healthy,1,1,October,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-01,AT,Innsbruck,7.0,1009.0,87.0,5.0,13.0,3.5,99.1,0.22688888888888892,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-02,AT,Innsbruck,7.1,925.5,89.5,4.0,13.3,3.5,0.5,0.10337037037037038,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-03,AT,Innsbruck,4.5,923.3,94.1,3.9,7.2,3.5,1.1,0.27555555555555555,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-04,AT,Innsbruck,6.0,993.5,83.2,1.5,15.5,3.5,0.0,0.19466666666666665,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-05,AT,Innsbruck,6.0,990.0,84.0,3.5,3.5,3.5,99.0,0.14644444444444443,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-06,AT,Innsbruck,4.0,1010.0,80.5,1.5,6.2,3.5,0.0,0.244,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-07,AT,Innsbruck,4.0,1016.5,91.0,2.0,1.0,3.5,0.3,0.2786296296296296,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-08,AT,Innsbruck,3.0,1019.4,89.5,1.0,3.0,3.5,0.2,0.225,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-09,AT,Innsbruck,2.5,948.1,70.5,-1.3,13.2,3.5,99.0,0.16825925925925925,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-10,AT,Innsbruck,5.2,1004.3,83.0,1.8,3.7,3.5,99.0,0.2105,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-11,AT,Innsbruck,3.6,943.1,82.7,1.0,5.2,3.5,99.0,0.1642777777777778,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-12,AT,Innsbruck,2.1,944.1,92.5,1.4,4.6,3.5,0.3,0.18355555555555556,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-13,AT,Innsbruck,5.0,1014.0,96.5,3.0,5.0,3.5,0.3,0.32222222222222224,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-14,AT,Innsbruck,8.0,1012.0,96.0,8.0,3.2,3.5,0.5,0.25566666666666665,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-15,AT,Innsbruck,7.0,1014.5,86.0,3.5,8.2,3.5,99.2,0.2415925925925926,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-16,AT,Innsbruck,5.0,1008.0,80.7,1.0,5.7,3.5,0.0,0.2592222222222222,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-17,AT,Innsbruck,4.0,1011.5,89.5,2.7,8.2,3.5,0.4,0.17003703703703701,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-18,AT,Innsbruck,3.1,1024.5,91.9,2.2,2.7,3.5,99.0,0.18692592592592594,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-19,AT,Innsbruck,6.0,1018.2,93.0,5.0,3.2,3.5,0.4,0.18692592592592594,Safe / Healthy,1,0,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-20,AT,Innsbruck,5.6,949.0,93.0,5.2,0.7,3.5,99.8,0.23774074074074078,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-21,AT,Innsbruck,6.0,1012.5,93.0,5.0,5.5,3.5,99.0,0.2218888888888889,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-22,AT,Innsbruck,4.3,1019.9,93.0,2.0,6.0,3.5,99.1,0.16544444444444442,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-23,AT,Innsbruck,0.5,953.8,83.6,-0.6,2.0,3.5,99.0,0.23938888888888887,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
2023-11-24,AT,Innsbruck,0.1,938.8,87.4,-1.3,9.7,3.5,99.0,0.25212962962962965,Safe / Healthy,1,1,November,Autumn,2026-06-26 09:36:12 UTC,VALID
